id,idx,bin,printer,plate,file,x_mm,y_mm,w_mm,d_mm,height_mm,area_mm2,est_g
E30,885,4,H2,76,plates_f4_sky_blue_H2.3mf,101.6,-20.5,66.1,47.0,130.6,16846,16.8
D94,105,4,H2,76,plates_f4_sky_blue_H2.3mf,-51.7,-9.9,55.7,64.9,129.9,16706,16.7
D41,858,4,H2,76,plates_f4_sky_blue_H2.3mf,23.5,-1.7,50.0,58.1,129.8,15226,15.2
H88,518,4,H2,77,plates_f4_sky_blue_H2.3mf,-107.6,-110.2,55.8,64.6,129.8,17622,17.6
E13,87,4,H2,77,plates_f4_sky_blue_H2.3mf,-45.0,-113.3,61.0,58.5,129.5,17415,17.4
I97,684,4,H2,77,plates_f4_sky_blue_H2.3mf,17.2,-115.9,53.4,53.2,129.3,15859,15.9
F23,1176,4,H2,77,plates_f4_sky_blue_H2.3mf,78.5,-110.8,60.1,63.4,127.9,16774,16.8
I99,536,4,H2,77,plates_f4_sky_blue_H2.3mf,107.7,-72.3,54.5,60.8,127.7,16469,16.5
F68,478,4,H2,77,plates_f4_sky_blue_H2.3mf,36.4,-71.9,63.8,47.3,127.6,16462,16.5
H55,282,4,H2,77,plates_f4_sky_blue_H2.3mf,-77.9,-61.4,51.2,60.9,127.0,15503,15.5
H72,1018,4,H2,77,plates_f4_sky_blue_H2.3mf,-22.9,-49.6,61.2,53.5,126.9,16665,16.7
B81,793,4,H2,77,plates_f4_sky_blue_H2.3mf,74.2,-20.3,63.3,57.3,126.9,18161,18.2
E114,1087,4,H2,77,plates_f4_sky_blue_H2.3mf,-109.4,-10.5,52.2,45.3,126.6,14909,14.9
E117,305,4,H2,77,plates_f4_sky_blue_H2.3mf,-46.0,-11.3,50.9,52.7,126.5,15747,15.7
H20,96,4,H2,77,plates_f4_sky_blue_H2.3mf,14.3,3.2,47.5,50.9,125.7,14802,14.8
D60,631,4,H2,78,plates_f4_sky_blue_H2.3mf,-106.0,-116.4,59.0,52.2,126.4,17393,17.4
F6,308,4,H2,78,plates_f4_sky_blue_H2.3mf,-46.6,-109.5,57.8,66.1,126.0,16928,16.9
F36,306,4,H2,78,plates_f4_sky_blue_H2.3mf,15.0,-110.7,65.0,63.5,125.5,17767,17.8
D78,591,4,H2,78,plates_f4_sky_blue_H2.3mf,78.7,-110.6,56.4,63.9,125.3,16679,16.7
D95,753,4,H2,78,plates_f4_sky_blue_H2.3mf,-103.7,-61.5,63.6,57.4,125.2,17062,17.1
E14,326,4,H2,78,plates_f4_sky_blue_H2.3mf,46.4,-57.3,47.8,70.7,124.9,16727,16.7
D130,1046,4,H2,78,plates_f4_sky_blue_H2.3mf,105.6,-59.7,58.2,51.2,124.7,14645,14.6
F22,54,4,H2,78,plates_f4_sky_blue_H2.3mf,-19.0,-53.4,69.0,59.2,123.8,17490,17.5
D96,679,4,H2,78,plates_f4_sky_blue_H2.3mf,-61.3,-16.2,56.3,58.3,121.8,16042,16.0
B28,746,4,H2,78,plates_f4_sky_blue_H2.3mf,109.3,-4.5,49.6,54.9,121.8,16098,16.1
F51,113,4,H2,78,plates_f4_sky_blue_H2.3mf,8.6,-1.7,64.2,62.8,121.1,17588,17.6
F20,234,4,H2,78,plates_f4_sky_blue_H2.3mf,-110.0,10.4,51.0,51.9,119.4,14928,14.9
B139,769,4,H2,79,plates_f4_sky_blue_H2.3mf,-109.2,-112.5,52.5,60.1,120.7,15346,15.3
B98,290,4,H2,79,plates_f4_sky_blue_H2.3mf,-51.6,-114.3,63.9,56.5,120.5,16921,16.9
H3,945,4,H2,79,plates_f4_sky_blue_H2.3mf,9.0,-116.3,49.1,52.5,119.1,14299,14.3
D80,914,4,H2,79,plates_f4_sky_blue_H2.3mf,61.0,-112.4,49.0,60.3,117.5,14563,14.6
F85,325,4,H2,79,plates_f4_sky_blue_H2.3mf,106.0,-73.3,58.9,54.2,117.1,16063,16.1
D135,764,4,H2,79,plates_f4_sky_blue_H2.3mf,17.5,-62.1,58.0,54.4,116.2,15184,15.2
F49,374,4,H2,79,plates_f4_sky_blue_H2.3mf,-70.6,-62.1,53.8,61.1,116.0,14591,14.6
D47,573,4,H2,79,plates_f4_sky_blue_H2.3mf,62.4,-25.7,55.9,55.8,115.9,15448,15.4
D62,551,4,H2,79,plates_f4_sky_blue_H2.3mf,-31.5,-27.3,59.9,57.6,115.8,15440,15.4
D97,733,4,H2,79,plates_f4_sky_blue_H2.3mf,-107.6,-17.7,55.9,52.4,115.8,14060,14.1
D136,179,4,H2,79,plates_f4_sky_blue_H2.3mf,12.4,4.6,59.7,59.3,115.0,16024,16.0
H90,522,4,H2,79,plates_f4_sky_blue_H2.3mf,-60.9,22.2,69.3,59.4,111.8,16738,16.7
