id,idx,bin,printer,plate,file,x_mm,y_mm,w_mm,d_mm,height_mm,area_mm2,est_g
B82,721,3,H2,44,plates_f3_teal_H2.3mf,107.2,-105.8,53.3,49.0,129.1,15833,15.8
I69,712,3,H2,44,plates_f3_teal_H2.3mf,-66.4,-73.7,50.2,52.1,128.7,14522,14.5
F53,904,3,H2,44,plates_f3_teal_H2.3mf,60.3,-64.7,55.6,54.1,128.2,15843,15.8
D44,70,3,H2,44,plates_f3_teal_H2.3mf,-13.1,-55.4,48.8,47.8,128.2,14158,14.2
H104,749,3,H2,44,plates_f3_teal_H2.3mf,-105.9,-38.7,59.2,54.9,128.2,16342,16.3
F37,444,3,H2,44,plates_f3_teal_H2.3mf,105.9,-26.2,58.8,61.6,128.2,17502,17.5
D131,649,3,H2,44,plates_f3_teal_H2.3mf,20.1,-22.3,47.3,59.8,128.0,15660,15.7
B99,786,3,H2,44,plates_f3_teal_H2.3mf,-47.7,-19.5,59.5,45.2,127.9,15720,15.7
E113,147,3,H2,44,plates_f3_teal_H2.3mf,68.5,6.4,51.9,54.4,120.3,14200,14.2
H1,839,3,H2,44,plates_f3_teal_H2.3mf,-105.3,17.2,60.4,51.4,119.8,15184,15.2
D28,335,3,H2,44,plates_f3_teal_H2.3mf,-13.8,11.6,51.3,54.3,118.5,12855,12.9
G127,719,3,H2,44,plates_f3_teal_H2.3mf,113.1,36.6,41.3,62.2,102.6,11688,11.7
B43,1070,3,H2,44,plates_f3_teal_H2.3mf,19.1,36.0,57.2,50.8,102.0,11815,11.8
C47,1030,3,H2,44,plates_f3_teal_H2.3mf,-72.3,41.0,58.4,49.7,100.7,12467,12.5
C42,582,3,H2,44,plates_f3_teal_H2.3mf,63.7,62.5,54.4,54.8,81.9,10601,10.6
F7,932,3,H2,45,plates_f3_teal_H2.3mf,-106.3,-109.2,58.3,66.5,127.6,17306,17.3
D45,918,3,H2,45,plates_f3_teal_H2.3mf,-45.8,-117.2,55.5,50.6,126.8,15622,15.6
H19,440,3,H2,45,plates_f3_teal_H2.3mf,12.7,-113.1,60.4,58.8,126.5,17292,17.3
D112,200,3,H2,45,plates_f3_teal_H2.3mf,78.5,-115.9,63.9,53.2,126.4,17147,17.1
A39,158,3,H2,45,plates_f3_teal_H2.3mf,62.4,-64.4,55.9,64.1,126.2,16830,16.8
B47,337,3,H2,45,plates_f3_teal_H2.3mf,-26.6,-63.6,53.8,55.8,125.2,16793,16.8
F86,428,3,H2,45,plates_f3_teal_H2.3mf,-85.1,-47.9,60.8,54.3,125.1,16770,16.8
F105,693,3,H2,45,plates_f3_teal_H2.3mf,17.6,-23.0,58.3,53.0,125.0,15553,15.6
F5,884,3,H2,45,plates_f3_teal_H2.3mf,108.4,-20.8,51.7,54.5,124.9,15804,15.8
D133,520,3,H2,45,plates_f3_teal_H2.3mf,-40.4,-3.9,62.1,52.1,124.7,15948,15.9
F69,879,3,H2,45,plates_f3_teal_H2.3mf,-94.6,9.7,53.8,56.4,124.6,16193,16.2
H2,307,3,H2,45,plates_f3_teal_H2.3mf,51.1,16.6,53.3,55.3,116.3,14365,14.4
F122,468,3,H2,45,plates_f3_teal_H2.3mf,108.4,31.1,51.9,46.8,108.0,13262,13.3
B62,1064,3,H2,45,plates_f3_teal_H2.3mf,-0.6,29.7,49.9,50.4,107.7,11750,11.7
A17,1173,3,H2,45,plates_f3_teal_H2.3mf,-51.4,47.4,28.1,55.7,98.4,8563,8.6
H43,32,3,H2,45,plates_f3_teal_H2.3mf,-108.2,58.6,54.6,51.1,89.1,10501,10.5
F102,125,3,H2,46,plates_f3_teal_H2.3mf,-103.4,-112.8,64.1,59.4,124.4,17302,17.3
A55,957,3,H2,46,plates_f3_teal_H2.3mf,-40.7,-114.6,53.5,55.8,123.3,15417,15.4
F3,781,3,H2,46,plates_f3_teal_H2.3mf,19.6,-114.2,58.1,56.6,123.3,15715,15.7
H119,523,3,H2,46,plates_f3_teal_H2.3mf,78.1,-111.9,51.3,61.2,122.5,14939,14.9
D134,529,3,H2,46,plates_f3_teal_H2.3mf,-70.2,-67.2,54.6,53.4,122.5,15944,15.9
H89,1126,3,H2,46,plates_f3_teal_H2.3mf,107.3,-63.2,53.7,59.2,122.3,15114,15.1
F52,561,3,H2,46,plates_f3_teal_H2.3mf,-7.3,-62.6,60.4,56.2,122.1,16181,16.2
B117,1193,3,H2,46,plates_f3_teal_H2.3mf,51.0,-63.1,49.1,48.7,121.9,13969,14.0
D26,1152,3,H2,46,plates_f3_teal_H2.3mf,-109.2,-27.7,52.7,46.4,121.4,13060,13.1
D61,368,3,H2,46,plates_f3_teal_H2.3mf,18.4,-11.5,59.8,58.5,121.3,16895,16.9
F103,873,3,H2,46,plates_f3_teal_H2.3mf,86.4,-11.4,59.8,60.1,121.1,15330,15.3
D114,194,3,H2,46,plates_f3_teal_H2.3mf,-60.0,-9.8,51.0,51.0,121.1,15560,15.6
I115,616,3,H2,46,plates_f3_teal_H2.3mf,110.7,18.6,48.5,54.6,112.4,11589,11.6
D116,1084,3,H2,46,plates_f3_teal_H2.3mf,-110.1,22.1,50.9,48.5,112.3,12413,12.4
F47,915,3,H2,46,plates_f3_teal_H2.3mf,-18.1,26.2,54.7,52.0,108.4,12802,12.8
D6,104,3,H2,46,plates_f3_teal_H2.3mf,55.2,28.1,53.4,36.9,106.5,11205,11.2
D68,1036,3,H2,46,plates_f3_teal_H2.3mf,-66.1,42.7,50.7,48.3,96.2,10732,10.7
C80,1143,3,H2,46,plates_f3_teal_H2.3mf,86.7,58.9,48.3,48.1,85.5,9214,9.2
D132,814,3,H2,47,plates_f3_teal_H2.3mf,-109.6,-109.6,51.7,65.7,120.7,15512,15.5
F67,169,3,H2,47,plates_f3_teal_H2.3mf,-52.9,-115.8,53.2,53.3,120.6,14624,14.6
D29,935,3,H2,47,plates_f3_teal_H2.3mf,2.5,-114.6,52.0,55.8,120.3,14486,14.5
D79,225,3,H2,47,plates_f3_teal_H2.3mf,59.3,-109.9,53.6,65.2,120.3,15719,15.7
D46,160,3,H2,47,plates_f3_teal_H2.3mf,108.6,-75.5,52.2,56.0,120.2,15152,15.2
F35,880,3,H2,47,plates_f3_teal_H2.3mf,-29.1,-67.2,64.8,61.3,120.2,16396,16.4
D25,554,3,H2,47,plates_f3_teal_H2.3mf,34.9,-55.2,60.8,55.3,120.0,15730,15.7
H21,1197,3,H2,47,plates_f3_teal_H2.3mf,-95.2,-53.9,60.6,45.3,119.6,14394,14.4
E16,685,3,H2,47,plates_f3_teal_H2.3mf,96.6,-25.9,56.2,56.5,119.5,15338,15.3
B118,215,3,H2,47,plates_f3_teal_H2.3mf,-5.5,-17.7,48.0,62.5,118.4,14603,14.6
H73,416,3,H2,47,plates_f3_teal_H2.3mf,-61.8,-9.5,59.4,67.8,118.4,16306,16.3
B63,1122,3,H2,47,plates_f3_teal_H2.3mf,45.7,-0.1,54.5,50.2,118.0,14236,14.2
H105,8,3,H2,47,plates_f3_teal_H2.3mf,-109.2,20.1,52.6,60.7,117.8,15080,15.1
B78,848,3,H2,47,plates_f3_teal_H2.3mf,110.3,26.1,47.7,45.5,110.3,11814,11.8
H41,927,3,H2,47,plates_f3_teal_H2.3mf,9.3,36.1,53.7,59.1,105.0,12254,12.3
G108,954,3,H2,47,plates_f3_teal_H2.3mf,-58.7,46.6,53.6,45.4,96.1,11474,11.5
I9,1125,3,H2,47,plates_f3_teal_H2.3mf,66.5,50.1,48.0,50.5,92.9,10786,10.8
F34,1189,3,H2,48,plates_f3_teal_H2.3mf,-110.2,-113.2,50.5,58.6,117.4,14000,14.0
D115,118,3,H2,48,plates_f3_teal_H2.3mf,-50.8,-116.8,61.3,51.4,117.3,14864,14.9
F101,894,3,H2,48,plates_f3_teal_H2.3mf,13.8,-116.1,62.6,52.8,116.3,16008,16.0
I116,85,3,H2,48,plates_f3_teal_H2.3mf,68.8,-112.7,48.6,59.6,116.2,14409,14.4
F66,492,3,H2,48,plates_f3_teal_H2.3mf,-18.9,-69.9,57.2,51.7,116.0,13472,13.5
H39,568,3,H2,48,plates_f3_teal_H2.3mf,107.0,-66.8,53.1,51.4,116.0,15293,15.3
F19,5,3,H2,48,plates_f3_teal_H2.3mf,-83.6,-59.2,63.7,60.3,116.0,16550,16.5
B138,74,3,H2,48,plates_f3_teal_H2.3mf,51.0,-64.0,45.1,52.8,115.6,12984,13.0
A23,364,3,H2,48,plates_f3_teal_H2.3mf,-36.8,-23.1,61.3,57.8,115.5,16118,16.1
D99,991,3,H2,48,plates_f3_teal_H2.3mf,86.7,-15.6,64.4,47.9,115.5,15111,15.1
B45,578,3,H2,48,plates_f3_teal_H2.3mf,22.4,-17.5,47.8,53.9,115.3,13953,14.0
F33,897,3,H2,48,plates_f3_teal_H2.3mf,-92.4,-0.1,58.1,52.0,115.3,14150,14.2
D98,377,3,H2,48,plates_f3_teal_H2.3mf,55.6,16.4,54.2,59.2,112.5,13752,13.8
F82,1190,3,H2,48,plates_f3_teal_H2.3mf,-48.2,23.1,50.6,46.3,111.9,11840,11.8
C16,768,3,H2,48,plates_f3_teal_H2.3mf,113.1,24.4,41.3,67.2,110.4,13351,13.4
H6,1158,3,H2,48,plates_f3_teal_H2.3mf,1.6,34.3,46.1,43.0,105.5,11309,11.3
C64,696,3,H2,48,plates_f3_teal_H2.3mf,-112.4,49.9,46.3,53.1,93.7,10831,10.8
F50,534,3,H2,49,plates_f3_teal_H2.3mf,-103.7,-115.3,63.5,54.4,115.0,15421,15.4
D3,425,3,H2,49,plates_f3_teal_H2.3mf,-40.7,-123.6,53.7,37.7,115.0,12468,12.5
I100,1133,3,H2,49,plates_f3_teal_H2.3mf,19.4,-119.2,57.9,46.6,114.7,15336,15.3
A21,860,3,H2,49,plates_f3_teal_H2.3mf,77.8,-114.5,50.7,56.0,114.3,14239,14.2
F123,439,3,H2,49,plates_f3_teal_H2.3mf,-57.5,-74.1,52.0,63.2,113.9,13869,13.9
F1,550,3,H2,49,plates_f3_teal_H2.3mf,24.2,-73.7,63.4,50.4,113.8,14964,15.0
B46,167,3,H2,49,plates_f3_teal_H2.3mf,109.3,-68.4,49.7,52.7,113.7,13815,13.8
H57,1021,3,H2,49,plates_f3_teal_H2.3mf,-106.6,-31.6,57.8,49.2,113.5,14231,14.2
F32,526,3,H2,49,plates_f3_teal_H2.3mf,-12.7,-38.0,61.7,54.4,112.7,15272,15.3
B116,690,3,H2,49,plates_f3_teal_H2.3mf,71.3,-29.5,57.6,56.5,112.7,14816,14.8
F65,902,3,H2,49,plates_f3_teal_H2.3mf,-67.5,-2.0,47.9,58.0,112.0,12876,12.9
H4,239,3,H2,49,plates_f3_teal_H2.3mf,28.0,10.7,47.0,53.5,111.9,12516,12.5
D100,430,3,H2,49,plates_f3_teal_H2.3mf,109.4,21.2,49.8,64.1,111.8,13560,13.6
D63,936,3,H2,49,plates_f3_teal_H2.3mf,-25.7,21.9,51.6,58.3,111.4,14124,14.1
D7,761,3,H2,49,plates_f3_teal_H2.3mf,-112.4,23.7,46.1,55.4,111.0,12156,12.2
D86,891,3,H2,49,plates_f3_teal_H2.3mf,63.5,36.8,50.1,52.5,99.4,11185,11.2
F114,432,3,H2,49,plates_f3_teal_H2.3mf,-66.4,56.3,54.2,46.2,89.8,10540,10.5
A46,352,3,H2,49,plates_f3_teal_H2.3mf,11.5,68.8,54.1,59.8,78.0,10064,10.1
H120,708,3,H2,50,plates_f3_teal_H2.3mf,-108.7,-116.9,53.7,51.2,111.7,13468,13.5
G123,584,3,H2,50,plates_f3_teal_H2.3mf,-48.5,-113.7,58.1,57.6,111.6,15524,15.5
H74,710,3,H2,50,plates_f3_teal_H2.3mf,15.1,-109.7,61.3,65.6,111.3,14305,14.3
B115,400,3,H2,50,plates_f3_teal_H2.3mf,80.3,-115.7,59.6,53.7,110.5,13897,13.9
B27,486,3,H2,50,plates_f3_teal_H2.3mf,49.1,-66.5,49.3,60.1,110.4,13502,13.5
F48,139,3,H2,50,plates_f3_teal_H2.3mf,-94.4,-61.9,58.1,61.2,110.2,15415,15.4
F18,315,3,H2,50,plates_f3_teal_H2.3mf,107.0,-62.2,57.0,56.4,110.1,14752,14.8
D31,369,3,H2,50,plates_f3_teal_H2.3mf,-25.0,-60.0,57.0,49.4,110.1,13399,13.4
A22,1090,3,H2,50,plates_f3_teal_H2.3mf,24.4,-18.9,59.7,43.8,109.7,12724,12.7
G125,718,3,H2,50,plates_f3_teal_H2.3mf,-55.4,-18.8,48.2,49.2,109.5,12328,12.3
F63,289,3,H2,50,plates_f3_teal_H2.3mf,104.3,-6.5,59.6,51.8,109.4,15075,15.1
F121,56,3,H2,50,plates_f3_teal_H2.3mf,-106.3,12.0,58.4,46.5,109.2,13569,13.6
F100,572,3,H2,50,plates_f3_teal_H2.3mf,50.7,13.0,52.4,52.6,109.1,13114,13.1
D82,527,3,H2,50,plates_f3_teal_H2.3mf,-19.1,22.7,60.7,53.0,109.1,14250,14.2
G128,446,3,H2,50,plates_f3_teal_H2.3mf,101.7,40.4,66.4,43.0,98.7,13144,13.1
A36,398,3,H2,50,plates_f3_teal_H2.3mf,-73.3,50.0,52.3,54.8,93.1,10461,10.5
D16,1068,3,H2,50,plates_f3_teal_H2.3mf,23.3,49.3,45.6,44.1,89.6,9259,9.3
B97,740,3,H2,51,plates_f3_teal_H2.3mf,-110.2,-115.4,50.6,54.3,108.8,12168,12.2
F64,994,3,H2,51,plates_f3_teal_H2.3mf,-55.3,-118.9,52.3,47.2,108.8,12386,12.4
G124,849,3,H2,51,plates_f3_teal_H2.3mf,-0.4,-113.9,54.2,57.3,108.7,13152,13.2
D64,543,3,H2,51,plates_f3_teal_H2.3mf,56.4,-110.8,55.8,63.5,108.6,14661,14.7
D84,1119,3,H2,51,plates_f3_teal_H2.3mf,106.6,-90.9,56.1,49.3,108.5,12864,12.9
F31,336,3,H2,51,plates_f3_teal_H2.3mf,-84.6,-63.9,57.7,66.0,108.4,15384,15.4
C30,191,3,H2,51,plates_f3_teal_H2.3mf,-21.4,-60.2,40.3,65.3,108.3,13086,13.1
C15,1194,3,H2,51,plates_f3_teal_H2.3mf,29.9,-59.5,54.8,45.4,108.3,12402,12.4
H40,499,3,H2,51,plates_f3_teal_H2.3mf,87.2,-41.2,57.4,51.5,108.3,14039,14.0
D117,259,3,H2,51,plates_f3_teal_H2.3mf,3.4,-11.2,57.8,56.7,108.2,14122,14.1
F98,226,3,H2,51,plates_f3_teal_H2.3mf,-111.2,-25.0,48.5,55.2,108.2,12205,12.2
D118,531,3,H2,51,plates_f3_teal_H2.3mf,-55.6,-0.0,55.8,48.9,107.9,14396,14.4
I117,514,3,H2,51,plates_f3_teal_H2.3mf,109.2,-9.4,49.5,65.2,107.8,13674,13.7
B135,833,3,H2,51,plates_f3_teal_H2.3mf,52.6,10.5,56.2,57.3,107.8,13984,14.0
F17,958,3,H2,51,plates_f3_teal_H2.3mf,-94.2,26.9,42.6,55.4,107.1,11494,11.5
D13,334,3,H2,51,plates_f3_teal_H2.3mf,-3.9,43.4,47.2,49.1,98.0,11040,11.0
H123,1089,3,H2,51,plates_f3_teal_H2.3mf,92.8,42.8,48.5,39.9,96.5,10250,10.3
B112,224,3,H2,51,plates_f3_teal_H2.3mf,-53.4,55.3,44.2,49.8,88.6,9334,9.3
D10,1111,3,H2,52,plates_f3_teal_H2.3mf,-114.5,-113.3,42.1,58.3,107.6,11476,11.5
D101,687,3,H2,52,plates_f3_teal_H2.3mf,-61.6,-117.9,55.8,49.3,107.0,13049,13.0
B44,509,3,H2,52,plates_f3_teal_H2.3mf,-2.3,-113.7,54.5,57.6,106.8,13094,13.1
D83,662,3,H2,52,plates_f3_teal_H2.3mf,56.5,-117.6,56.0,49.8,105.8,13120,13.1
D32,1149,3,H2,52,plates_f3_teal_H2.3mf,110.1,-105.7,47.2,52.0,105.5,11829,11.8
F97,1185,3,H2,52,plates_f3_teal_H2.3mf,-38.6,-68.0,45.9,49.0,105.4,11819,11.8
A52,132,3,H2,52,plates_f3_teal_H2.3mf,30.2,-71.3,51.3,55.2,105.3,11949,11.9
F46,210,3,H2,52,plates_f3_teal_H2.3mf,-92.8,-69.5,57.5,53.5,105.1,13101,13.1
F81,16,3,H2,52,plates_f3_teal_H2.3mf,82.7,-56.4,44.3,54.5,105.0,12437,12.4
B26,889,3,H2,52,plates_f3_teal_H2.3mf,-14.9,-28.1,53.1,55.1,105.0,12538,12.5
B134,19,3,H2,52,plates_f3_teal_H2.3mf,40.8,-20.7,56.6,49.2,103.9,12062,12.1
D65,998,3,H2,52,plates_f3_teal_H2.3mf,-72.4,-15.8,54.3,65.4,103.6,13143,13.1
D85,28,3,H2,52,plates_f3_teal_H2.3mf,104.2,-9.2,59.5,50.1,103.4,12774,12.8
H58,287,3,H2,52,plates_f3_teal_H2.3mf,7.5,15.4,66.0,50.2,103.3,13997,14.0
F80,638,3,H2,52,plates_f3_teal_H2.3mf,-111.9,15.3,47.3,56.9,103.1,12374,12.4
A18,674,3,H2,52,plates_f3_teal_H2.3mf,68.0,32.2,51.1,46.6,103.1,10335,10.3
F119,453,3,H2,52,plates_f3_teal_H2.3mf,-57.3,42.2,56.4,45.9,101.3,13396,13.4
F93,850,3,H2,52,plates_f3_teal_H2.3mf,109.0,55.7,52.9,61.4,92.6,11064,11.1
D9,574,3,H2,53,plates_f3_teal_H2.3mf,-107.1,-124.1,56.8,36.9,103.1,12208,12.2
D50,366,3,H2,53,plates_f3_teal_H2.3mf,-47.6,-114.7,59.7,55.6,103.0,13999,14.0
F61,375,3,H2,53,plates_f3_teal_H2.3mf,10.3,-111.4,51.6,62.1,102.8,13213,13.2
D12,1131,3,H2,53,plates_f3_teal_H2.3mf,63.9,-117.5,46.9,50.0,102.7,10333,10.3
G106,134,3,H2,53,plates_f3_teal_H2.3mf,107.2,-84.2,53.3,56.5,102.6,13953,14.0
I101,752,3,H2,53,plates_f3_teal_H2.3mf,-89.0,-72.4,49.0,69.2,102.5,13146,13.1
F62,652,3,H2,53,plates_f3_teal_H2.3mf,54.4,-58.2,43.8,64.2,102.5,13178,13.2
D33,570,3,H2,53,plates_f3_teal_H2.3mf,-14.1,-61.8,50.9,54.2,101.7,12557,12.6
B77,723,3,H2,53,plates_f3_teal_H2.3mf,110.7,-29.7,48.3,46.9,101.7,11040,11.0
D87,361,3,H2,53,plates_f3_teal_H2.3mf,-59.1,-25.3,56.8,44.3,101.6,12767,12.8
H7,600,3,H2,53,plates_f3_teal_H2.3mf,10.1,-10.6,63.2,55.1,100.7,13719,13.7
C29,835,3,H2,53,plates_f3_teal_H2.3mf,-116.4,-21.2,38.3,59.2,100.4,11565,11.6
G89,580,3,H2,53,plates_f3_teal_H2.3mf,63.2,13.7,49.3,47.0,100.4,13277,13.3
I119,146,3,H2,53,plates_f3_teal_H2.3mf,-44.0,20.3,71.1,45.0,100.0,14974,15.0
C48,270,3,H2,53,plates_f3_teal_H2.3mf,-111.2,32.2,48.7,44.4,98.4,11953,12.0
H59,1134,3,H2,53,plates_f3_teal_H2.3mf,113.9,19.3,42.8,47.7,96.5,10629,10.6
B41,1014,3,H2,53,plates_f3_teal_H2.3mf,23.2,48.2,49.3,56.8,92.4,9998,10.0
F96,474,3,H2,54,plates_f3_teal_H2.3mf,-104.8,-120.0,61.4,44.9,99.9,13403,13.4
B25,546,3,H2,54,plates_f3_teal_H2.3mf,-46.0,-112.0,46.9,61.0,99.4,12278,12.3
D67,675,3,H2,54,plates_f3_teal_H2.3mf,8.6,-117.4,56.2,50.3,99.0,12177,12.2
F60,1162,3,H2,54,plates_f3_teal_H2.3mf,70.3,-117.9,59.6,49.3,98.7,12452,12.5
H60,516,3,H2,54,plates_f3_teal_H2.3mf,108.8,-88.2,52.6,69.4,98.1,12529,12.5
D34,866,3,H2,54,plates_f3_teal_H2.3mf,46.9,-75.1,52.8,52.6,97.7,11702,11.7
D88,78,3,H2,54,plates_f3_teal_H2.3mf,-108.6,-67.3,53.8,57.3,97.7,13295,13.3
B42,302,3,H2,54,plates_f3_teal_H2.3mf,-11.9,-65.7,55.2,51.0,97.5,11469,11.5
H76,983,3,H2,54,plates_f3_teal_H2.3mf,-63.7,-35.1,59.7,53.3,97.4,12630,12.6
D70,1083,3,H2,54,plates_f3_teal_H2.3mf,87.1,-29.0,53.2,44.4,96.0,11506,11.5
H124,771,3,H2,54,plates_f3_teal_H2.3mf,32.4,-26.3,47.7,55.1,95.8,10805,10.8
B113,123,3,H2,54,plates_f3_teal_H2.3mf,-14.4,-4.3,54.2,49.6,95.5,11513,11.5
F59,84,3,H2,54,plates_f3_teal_H2.3mf,-104.1,7.4,62.8,47.0,95.3,12537,12.5
G90,751,3,H2,54,plates_f3_teal_H2.3mf,108.8,19.2,52.7,57.6,94.9,12499,12.5
F77,246,3,H2,54,plates_f3_teal_H2.3mf,25.0,24.9,68.9,49.4,94.1,12903,12.9
G73,223,3,H2,54,plates_f3_teal_H2.3mf,-66.2,43.4,62.6,44.9,94.1,12362,12.4
G59,1053,3,H2,54,plates_f3_teal_H2.3mf,77.8,48.5,46.6,57.4,89.2,9942,9.9
D18,1077,3,H2,54,plates_f3_teal_H2.3mf,-115.2,61.1,40.6,49.8,87.0,9426,9.4
B75,867,3,H2,55,plates_f3_teal_H2.3mf,-108.5,-113.6,54.1,57.8,93.7,11334,11.3
G129,980,3,H2,55,plates_f3_teal_H2.3mf,-46.9,-117.7,61.1,49.7,93.2,11671,11.7
D52,192,3,H2,55,plates_f3_teal_H2.3mf,14.2,-118.6,51.4,47.8,93.1,11748,11.7
D36,727,3,H2,55,plates_f3_teal_H2.3mf,71.8,-115.6,54.5,53.8,92.3,12045,12.0
A51,909,3,H2,55,plates_f3_teal_H2.3mf,-67.5,-73.8,56.1,52.6,92.2,11311,11.3
I11,278,3,H2,55,plates_f3_teal_H2.3mf,40.0,-73.1,55.1,42.6,91.9,10751,10.8
H9,1177,3,H2,55,plates_f3_teal_H2.3mf,106.9,-71.6,56.7,48.7,91.9,11211,11.2
B7,76,3,H2,55,plates_f3_teal_H2.3mf,-8.8,-46.6,53.3,60.6,91.5,12459,12.5
A14,421,3,H2,55,plates_f3_teal_H2.3mf,-114.1,-45.5,42.8,61.4,91.1,10363,10.4
H107,204,3,H2,55,plates_f3_teal_H2.3mf,75.1,-27.6,53.1,51.1,91.1,10421,10.4
B9,266,3,H2,55,plates_f3_teal_H2.3mf,-49.6,-24.2,43.8,50.1,91.1,9541,9.5
C28,1091,3,H2,55,plates_f3_teal_H2.3mf,25.6,-0.7,46.2,59.0,90.5,10500,10.5
C27,197,3,H2,55,plates_f3_teal_H2.3mf,-89.9,11.2,59.2,52.3,89.9,11505,11.5
B111,1172,3,H2,55,plates_f3_teal_H2.3mf,112.0,3.3,43.0,43.8,89.7,8791,8.8
F92,533,3,H2,55,plates_f3_teal_H2.3mf,-17.3,22.9,48.5,52.5,88.5,10292,10.3
H125,512,3,H2,55,plates_f3_teal_H2.3mf,68.8,40.0,52.6,55.2,87.8,11338,11.3
G112,95,3,H2,55,plates_f3_teal_H2.3mf,-58.7,54.2,57.7,47.1,87.3,10546,10.5
I123,110,3,H2,55,plates_f3_teal_H2.3mf,14.2,52.6,47.3,45.3,87.0,8926,8.9
D38,760,3,H2,56,plates_f3_teal_H2.3mf,-107.1,-117.1,56.8,50.8,87.6,10482,10.5
I10,800,3,H2,56,plates_f3_teal_H2.3mf,-53.5,-112.8,47.9,59.4,87.0,11073,11.1
B74,280,3,H2,56,plates_f3_teal_H2.3mf,4.6,-116.7,64.2,51.6,86.3,11540,11.5
B131,1033,3,H2,56,plates_f3_teal_H2.3mf,63.3,-114.7,49.5,55.6,85.9,10292,10.3
G92,593,3,H2,56,plates_f3_teal_H2.3mf,107.6,-96.6,54.2,56.4,85.9,10615,10.6
B23,713,3,H2,56,plates_f3_teal_H2.3mf,30.9,-70.2,48.9,53.2,84.8,10043,10.0
I104,1069,3,H2,56,plates_f3_teal_H2.3mf,-87.6,-71.2,51.7,54.3,82.2,9504,9.5
I29,934,3,H2,56,plates_f3_teal_H2.3mf,-18.9,-55.0,53.3,62.2,81.3,10966,11.0
D119,274,4,H2,57,plates_f4_sky_blue_H2.3mf,-108.4,-116.0,54.2,52.9,160.1,19837,19.8
H114,556,4,H2,57,plates_f4_sky_blue_H2.3mf,-47.8,-114.3,59.4,56.4,159.8,21715,21.7
E2,648,4,H2,57,plates_f4_sky_blue_H2.3mf,16.2,-113.9,59.3,57.2,159.6,20800,20.8
E1,581,4,H2,57,plates_f4_sky_blue_H2.3mf,79.4,-112.5,57.8,60.0,159.5,22328,22.3
E128,501,4,H2,57,plates_f4_sky_blue_H2.3mf,-106.8,-58.0,57.3,61.3,159.5,22026,22.0
I18,423,4,H2,57,plates_f4_sky_blue_H2.3mf,0.4,-55.9,59.9,64.5,159.4,23833,23.8
D120,999,4,H2,57,plates_f4_sky_blue_H2.3mf,109.9,-65.5,50.9,47.6,159.1,17522,17.5
D104,1171,4,H2,57,plates_f4_sky_blue_H2.3mf,58.2,-57.3,47.3,49.8,158.4,16621,16.6
D121,21,4,H2,57,plates_f4_sky_blue_H2.3mf,-57.7,-47.8,47.6,69.9,157.0,18564,18.6
E52,1191,4,H2,57,plates_f4_sky_blue_H2.3mf,89.3,-22.4,49.5,40.4,144.3,15002,15.0
E103,1181,4,H2,57,plates_f4_sky_blue_H2.3mf,32.8,-11.7,44.7,48.1,138.1,13854,13.9
E10,11,4,H2,57,plates_f4_sky_blue_H2.3mf,-105.3,-6.5,60.3,52.2,132.8,16960,17.0
H54,1114,4,H2,57,plates_f4_sky_blue_H2.3mf,-30.6,-2.2,57.7,45.6,128.5,14769,14.8
H22,389,4,H2,57,plates_f4_sky_blue_H2.3mf,113.7,17.5,42.4,59.9,116.7,11999,12.0
F124,955,4,H2,57,plates_f4_sky_blue_H2.3mf,59.1,22.4,57.2,41.7,111.1,12653,12.7
F16,233,4,H2,58,plates_f4_sky_blue_H2.3mf,-106.0,-113.1,59.1,58.7,158.7,22640,22.6
H100,138,4,H2,58,plates_f4_sky_blue_H2.3mf,-45.0,-112.6,57.0,59.8,158.6,19825,19.8
E17,1020,4,H2,58,plates_f4_sky_blue_H2.3mf,18.5,-118.3,60.0,48.4,158.1,19696,19.7
H115,778,4,H2,58,plates_f4_sky_blue_H2.3mf,78.9,-115.7,60.8,53.6,157.4,20781,20.8
E127,1132,4,H2,58,plates_f4_sky_blue_H2.3mf,104.8,-74.2,60.6,48.4,157.0,20381,20.4
B15,66,4,H2,58,plates_f4_sky_blue_H2.3mf,-10.9,-72.1,57.2,62.2,156.9,21355,21.4
A134,1184,4,H2,58,plates_f4_sky_blue_H2.3mf,-73.3,-66.2,52.4,47.3,156.9,17162,17.2
E112,823,4,H2,58,plates_f4_sky_blue_H2.3mf,53.9,-49.1,62.8,48.5,156.6,20159,20.2
H99,1074,4,H2,58,plates_f4_sky_blue_H2.3mf,-111.5,-36.7,48.1,62.5,155.7,18392,18.4
I52,1081,4,H2,58,plates_f4_sky_blue_H2.3mf,107.2,-26.8,53.5,49.8,150.9,17859,17.9
F41,185,4,H2,58,plates_f4_sky_blue_H2.3mf,-23.3,-22.1,64.4,59.8,148.2,21114,21.1
F54,1145,4,H2,58,plates_f4_sky_blue_H2.3mf,37.6,-4.1,54.3,44.9,132.2,15363,15.4
A70,406,4,H2,58,plates_f4_sky_blue_H2.3mf,-83.8,-4.2,63.3,53.6,131.4,17658,17.7
H56,121,4,H2,58,plates_f4_sky_blue_H2.3mf,97.5,3.2,61.9,45.8,120.0,16061,16.1
B51,605,4,H2,59,plates_f4_sky_blue_H2.3mf,-108.8,-110.1,53.3,64.8,156.5,19551,19.6
